machine_id,timestamp,motor_temp,vibration,load,ambient_temp,operating_hours,weeks_to_failure,falla,bearing_temp,delta_temp,relative_load,hours_since_failure
SCREW_003,2023-04-23,93.9,5.24,107.7,25.8,2691.0,0.0,1,88.96942353941049,68.10000000000001,0.3263636363636363,0.0
SCREW_003,2023-04-30,90.0,3.92,156.5,27.4,2819.0,0.0,1,87.33735607523906,62.6,0.4742424242424242,0.0
SCREW_003,2023-05-07,89.5,4.87,166.8,27.9,3033.0,0.0,1,82.21435437096996,61.6,0.5054545454545455,0.0
SCREW_003,2023-05-14,91.0,5.11,189.6,25.0,3226.0,0.0,1,84.49613393462646,66.0,0.5745454545454546,0.0
SCREW_003,2023-05-21,91.3,4.3,187.9,21.6,3419.0,0.0,1,84.7179361059139,69.69999999999999,0.5693939393939395,0.0
SCREW_003,2023-05-28,93.5,5.2,130.3,27.6,3541.0,0.0,1,90.31877490958948,65.9,0.3948484848484849,0.0
SCREW_003,2023-06-04,89.7,5.6,88.2,30.5,3691.0,0.0,1,81.8944113781278,59.2,0.2672727272727273,0.0
SCREW_003,2023-06-11,93.4,4.35,161.4,27.3,3853.0,0.0,1,91.20370212558456,66.10000000000001,0.4890909090909091,0.0
SCREW_003,2023-06-18,87.7,4.38,168.3,22.4,4032.0,0.0,1,81.52628581239946,65.30000000000001,0.51,0.0
SCREW_003,2023-06-25,92.4,4.92,185.9,30.7,4245.0,0.0,1,83.01908874838006,61.7,0.5633333333333334,0.0
SCREW_003,2023-07-02,88.5,5.55,175.3,22.7,4354.0,0.0,1,85.48107265026138,65.8,0.5312121212121212,0.0
SCREW_003,2023-07-09,88.8,5.01,144.7,35.7,4542.0,0.0,1,84.93259545920554,53.1,0.4384848484848485,0.0
SCREW_003,2023-07-16,92.0,4.45,141.6,27.9,4721.0,0.0,1,86.80069726982472,64.1,0.4290909090909091,0.0
SCREW_003,2023-07-23,89.3,6.34,141.4,25.5,4872.0,0.0,1,85.3069513082324,63.8,0.4284848484848485,0.0
SCREW_003,2023-07-30,90.1,4.44,212.1,19.9,5078.0,1.0,0,88.20132686213226,70.19999999999999,0.6427272727272727,206.0
SCREW_003,2023-08-06,88.5,5.29,143.6,27.5,5192.0,0.0,1,83.36287405038794,61.0,0.4351515151515151,0.0
SCREW_003,2023-08-13,89.2,4.96,154.9,25.9,5343.0,0.0,1,86.32460742745221,63.3,0.4693939393939394,0.0
SCREW_003,2023-08-20,88.6,4.88,117.3,31.2,5538.0,0.0,1,82.65281513872964,57.39999999999999,0.3554545454545454,0.0
SCREW_003,2023-08-27,92.1,4.72,120.0,24.0,5678.0,0.0,1,88.9388484684676,68.1,0.3636363636363636,0.0
SCREW_003,2023-09-03,91.4,5.1,152.3,22.1,5893.0,0.0,1,83.30013118996493,69.30000000000001,0.4615151515151515,0.0
SCREW_003,2023-09-10,88.2,4.53,147.0,24.9,6083.0,0.0,1,84.76650658467247,63.3,0.4454545454545454,0.0
SCREW_003,2023-09-17,92.4,4.26,123.9,32.4,6222.0,0.0,1,88.04412303241136,60.00000000000001,0.3754545454545455,0.0
SCREW_003,2023-09-24,87.5,4.37,167.0,29.8,6422.0,0.0,1,80.87296556526066,57.7,0.5060606060606061,0.0
SCREW_003,2023-10-01,77.6,2.68,212.6,21.8,6505.0,2.0,0,75.06172863286791,55.8,0.6442424242424242,83.0
SCREW_003,2023-10-08,81.5,2.51,176.9,26.1,6729.0,1.0,0,76.04508013079175,55.4,0.5360606060606061,307.0
SCREW_003,2023-10-15,92.3,5.2,128.9,20.5,6962.0,0.0,1,84.68571449143514,71.8,0.3906060606060606,0.0
SCREW_003,2023-10-22,89.9,4.34,137.8,35.9,7092.0,0.0,1,88.11496646912246,54.00000000000001,0.4175757575757576,0.0
SCREW_003,2023-10-29,88.3,5.55,127.0,23.2,7229.0,0.0,1,82.9307322829354,65.1,0.3848484848484848,0.0
SCREW_003,2023-11-05,90.9,5.17,157.7,22.8,7415.0,0.0,1,85.38023441150315,68.10000000000001,0.4778787878787878,0.0
SCREW_003,2023-11-12,92.2,5.41,163.2,27.0,7581.0,0.0,1,85.63635425644539,65.2,0.4945454545454545,0.0
SCREW_003,2023-11-19,84.4,2.61,184.7,29.4,7694.0,1.0,0,81.87390142175617,55.00000000000001,0.5596969696969697,113.0
SCREW_003,2023-11-26,87.6,4.74,164.4,22.7,7842.0,0.0,1,85.24091322616854,64.89999999999999,0.4981818181818182,0.0
SCREW_003,2023-12-03,91.1,4.86,159.3,31.4,8076.0,0.0,1,85.0561168687662,59.7,0.4827272727272728,0.0
SCREW_003,2023-12-10,87.7,5.13,101.5,20.4,8243.0,0.0,1,82.10603065353364,67.30000000000001,0.3075757575757575,0.0
SCREW_004,2023-01-01,89.9,5.44,158.2,25.2,0.0,0.0,1,84.39901429930825,64.7,0.4793939393939394,0.0
SCREW_004,2023-01-08,79.0,2.24,321.1,23.7,147.0,2.0,0,73.30710358100605,55.3,0.9730303030303032,147.0
SCREW_004,2023-01-15,94.2,4.45,127.6,25.1,334.0,1.0,0,90.56004944315698,69.1,0.3866666666666666,334.0
SCREW_004,2023-01-22,91.6,3.62,167.7,24.8,487.0,0.0,1,86.13549260567798,66.8,0.5081818181818182,0.0
SCREW_004,2023-01-29,87.6,4.62,130.6,25.5,776.0,0.0,1,82.01385505340264,62.1,0.3957575757575757,0.0
SCREW_004,2023-02-05,91.9,5.12,130.3,30.6,874.0,0.0,1,88.32870283605274,61.3,0.3948484848484849,0.0
SCREW_004,2023-02-12,79.6,1.96,273.4,21.8,995.0,2.0,0,70.86845097771048,57.8,0.8284848484848484,121.0
SCREW_004,2023-02-19,78.3,2.87,223.8,24.6,1137.0,1.0,0,72.35233415817642,53.7,0.6781818181818182,263.0
SCREW_004,2023-02-26,91.9,5.02,151.8,31.1,1357.0,0.0,1,89.2826069944053,60.8,0.46,0.0
SCREW_004,2023-03-05,90.3,4.49,174.2,30.0,1509.0,0.0,1,83.98689278273234,60.3,0.5278787878787878,0.0
SCREW_004,2023-03-12,89.7,4.72,154.2,27.3,1678.0,0.0,1,86.64936334045464,62.400000000000006,0.4672727272727272,0.0
SCREW_004,2023-03-19,77.7,2.79,241.5,28.9,1819.0,1.0,0,71.1258307925151,48.8,0.7318181818181818,141.0
SCREW_004,2023-03-26,92.0,6.02,116.4,23.7,2044.0,0.0,1,84.68280884198519,68.3,0.3527272727272727,0.0
SCREW_004,2023-04-02,88.0,5.14,172.9,24.2,2264.0,0.0,1,84.64136463670341,63.8,0.5239393939393939,0.0
SCREW_004,2023-04-09,80.4,2.2,215.7,25.7,2316.0,1.0,0,73.47324774151136,54.7,0.6536363636363636,52.0
SCREW_004,2023-04-16,90.2,4.55,121.5,28.9,2556.0,0.0,1,84.374438146127,61.3,0.3681818181818181,0.0
SCREW_004,2023-04-23,78.6,2.43,233.3,28.9,2666.0,2.0,0,71.95587968001101,49.7,0.706969696969697,110.0
SCREW_004,2023-04-30,75.5,2.35,308.0,28.0,2885.0,1.0,0,66.7064140346921,47.5,0.9333333333333332,329.0
SCREW_004,2023-05-07,88.1,4.08,156.4,23.1,2966.0,0.0,1,83.59077623200574,65.0,0.4739393939393939,0.0
SCREW_004,2023-05-14,88.0,4.69,215.1,22.9,3215.0,0.0,1,84.50747232871498,65.1,0.6518181818181819,0.0
SCREW_004,2023-05-21,91.4,5.01,172.7,18.6,3354.0,0.0,1,88.17902885925105,72.80000000000001,0.5233333333333333,0.0
SCREW_004,2023-05-28,90.8,5.58,124.3,25.7,3521.0,0.0,1,87.43162056993087,65.1,0.3766666666666666,0.0
SCREW_004,2023-06-04,88.7,4.6,164.5,26.8,3702.0,0.0,1,83.8542034188282,61.900000000000006,0.4984848484848485,0.0
SCREW_004,2023-06-11,81.5,1.15,221.2,22.2,3846.0,2.0,0,75.8176960503667,59.3,0.6703030303030303,144.0
SCREW_004,2023-06-18,90.2,5.77,167.0,25.7,4049.0,1.0,0,84.64661840133996,64.5,0.5060606060606061,347.0
SCREW_004,2023-06-25,86.3,3.98,87.5,23.7,4202.0,0.0,1,79.64563350192795,62.6,0.2651515151515151,0.0
SCREW_004,2023-07-02,91.4,5.01,139.6,22.1,4354.0,1.0,0,86.3739962162442,69.30000000000001,0.423030303030303,152.0
SCREW_004,2023-07-09,90.5,5.74,200.4,26.9,4567.0,0.0,1,82.59293184568537,63.6,0.6072727272727273,0.0
SCREW_004,2023-07-16,90.0,5.43,183.4,30.3,4681.0,0.0,1,85.52931366647591,59.7,0.5557575757575758,0.0
SCREW_004,2023-07-23,78.2,2.03,247.8,24.5,4861.0,1.0,0,67.75966166682076,53.7,0.750909090909091,180.0
SCREW_004,2023-07-30,93.5,4.37,149.6,30.3,5075.0,0.0,1,87.24866530447,63.2,0.4533333333333333,0.0
SCREW_004,2023-08-06,77.1,2.32,247.0,28.9,5199.0,3.0,0,73.81431511283256,48.2,0.7484848484848485,124.0
SCREW_004,2023-08-13,93.4,5.9,229.2,27.4,5354.0,2.0,0,90.54178499612225,66.0,0.6945454545454545,279.0
SCREW_004,2023-08-20,74.8,2.61,243.4,26.2,5510.0,1.0,0,68.83505516951362,48.6,0.7375757575757576,435.0
SCREW_004,2023-08-27,87.7,5.13,163.5,31.1,5683.0,0.0,1,83.1469255706517,56.6,0.4954545454545455,0.0
SCREW_004,2023-09-03,89.8,5.25,90.3,23.6,5865.0,0.0,1,83.37199901181582,66.19999999999999,0.2736363636363636,0.0
SCREW_004,2023-09-10,89.9,5.34,152.4,29.6,6055.0,0.0,1,83.95352475085292,60.3,0.4618181818181818,0.0
SCREW_004,2023-09-17,86.8,4.6,101.3,21.8,6196.0,0.0,1,81.94565782531375,65.0,0.3069696969696969,0.0
SCREW_004,2023-09-24,76.1,2.71,224.4,22.5,6383.0,1.0,0,72.7935874361368,53.6,0.68,187.0
SCREW_004,2023-10-01,88.9,4.49,181.2,33.2,6522.0,0.0,1,86.92969444937174,55.7,0.5490909090909091,0.0
SCREW_004,2023-10-08,91.1,4.93,135.5,24.9,6707.0,0.0,1,86.99302990413403,66.19999999999999,0.4106060606060606,0.0
SCREW_004,2023-10-15,77.2,3.23,251.9,23.3,6859.0,2.0,0,70.48720241135305,53.900000000000006,0.7633333333333333,152.0
SCREW_004,2023-10-22,82.5,2.38,265.7,26.4,7022.0,1.0,0,77.0718125117396,56.1,0.8051515151515151,315.0
SCREW_004,2023-10-29,91.1,4.09,191.8,26.0,7258.0,0.0,1,88.59147755742397,65.1,0.5812121212121213,0.0
SCREW_004,2023-11-05,88.6,5.33,179.6,26.0,7383.0,0.0,1,83.25363814829763,62.6,0.5442424242424242,0.0
SCREW_004,2023-11-12,91.2,5.27,166.0,23.2,7565.0,0.0,1,85.42936524054232,68.0,0.503030303030303,0.0
SCREW_004,2023-11-19,80.3,2.51,248.9,26.2,7763.0,1.0,0,77.06771487240226,54.1,0.7542424242424243,198.0
SCREW_004,2023-11-26,92.1,4.57,213.7,25.9,7929.0,0.0,1,86.79254978810894,66.19999999999999,0.6475757575757576,0.0
SCREW_004,2023-12-03,87.1,4.95,168.6,32.8,8076.0,0.0,1,81.983582563108,54.3,0.5109090909090909,0.0
SCREW_004,2023-12-10,94.8,5.2,176.4,23.9,8242.0,0.0,1,92.08594059566124,70.9,0.5345454545454545,0.0
SCREW_005,2023-01-01,77.4,2.14,234.1,21.5,0.0,1.0,0,71.68442527930344,55.900000000000006,0.7093939393939394,
SCREW_005,2023-01-08,93.9,5.09,93.2,32.4,147.0,0.0,1,87.77843094726353,61.50000000000001,0.2824242424242424,0.0
SCREW_005,2023-01-15,87.5,4.66,154.0,22.2,342.0,0.0,1,80.33389751364945,65.3,0.4666666666666667,0.0
SCREW_005,2023-01-22,91.7,6.09,107.7,18.2,509.0,0.0,1,84.5923958959302,73.5,0.3263636363636363,0.0
SCREW_005,2023-01-29,93.4,4.99,191.1,24.1,625.0,0.0,1,91.1553387359142,69.30000000000001,0.5790909090909091,0.0
SCREW_005,2023-02-05,89.4,5.13,182.5,22.8,829.0,0.0,1,86.27565007983026,66.60000000000001,0.553030303030303,0.0
SCREW_005,2023-02-12,90.2,5.37,174.5,29.5,947.0,0.0,1,84.16992946558268,60.7,0.5287878787878788,0.0
SCREW_005,2023-02-19,92.2,5.92,139.6,27.9,1223.0,0.0,1,86.17242809817559,64.30000000000001,0.423030303030303,0.0
